Name,Site Name,Speciality 1,Speciality 2,Day Reg Planned Hrs,Day Reg Actual Hrs,Day Unreg Planned Hrs,Day Unreg Actual Hrs,Night Reg Planned Hrs,Night Reg Actual Hrs,Night Unreg Planned Hrs,Night Unreg Actual Hrs,Patient Count At Midnight,Missing Census Count,Division,Month,,,
N - Pearl Ward,Medway NHS,-,,"1,102.00",976.83,733.67,670.58,"1,101.17",896.67,366.83,248.50,0,0,Planned,01/10/2021,,,
N - Paediatrics Unit,Medway NHS,-,,"2,862.75","2,224.00",730.50,681.00,"2,139.00","1,794.00",356.50,540.50,356,0,Planned,01/10/2021,,,
N - Paediatric Magpie Play,Medway NHS,-,,0.00,0.00,375.00,192.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - Outpatients,Medway NHS,-,,"2,501.75","2,415.25","6,011.75","4,533.33",0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - Ocelot,Medway NHS,-,,"1,225.50",724.50,876.00,363.00,"1,023.00",774.75,675.98,466.98,234,4,Planned,01/10/2021,,,
N - NIPE,Medway NHS,-,,64.58,59.25,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - NICU Nursing,Medway NHS,-,,"4,353.50","3,444.50",0.00,0.00,"4,289.50","3,314.50",0.00,0.00,615,2,Planned,01/10/2021,,,
N - Maternity Care Unit and Antenatal Clinic,Medway NHS,-,,752.75,706.48,797.00,708.17,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - Main Theatres,Medway NHS,-,,"8,240.00","6,674.00","6,015.00","3,875.00","2,506.75","2,521.25","1,045.00",905.00,0,0,Planned,01/10/2021,,,
N - Lawrence Ward,Medway NHS,-,,"1,447.50","1,198.75","1,136.50","1,173.17","1,046.25","1,083.92","1,046.25",945.00,445,1,Planned,01/10/2021,,,
N - Kingfisher Ward,Medway NHS,Gynaecology,,"1,511.00","1,196.00","1,202.50",955.00,"1,391.50","1,286.00",713.00,677.50,637,0,Planned,01/10/2021,,,
N - Kent Ward,Medway NHS,-,,"1,480.83","1,116.58",732.83,686.83,"1,102.58",879.75,733.67,698.67,0,0,Planned,01/10/2021,,,
N - ICU,Medway NHS,-,,"3,821.25","3,113.50",0.00,0.00,"3,487.50","2,943.50",0.00,0.00,224,9,Planned,01/10/2021,,,
N - General HDU,Medway NHS,-,,"3,257.00","1,744.83",842.50,325.00,"2,789.75","2,088.75",0.00,33.75,277,1,Planned,01/10/2021,,,
N - Galton Day Unit,Medway NHS,-,,"1,575.50","1,477.67",971.00,591.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - Fetal Midwives,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - ENT Treatment Room,Medway NHS,-,,172.50,211.50,260.50,329.50,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - Delivery Suite,Medway NHS,-,,"2,935.67","2,468.67",735.00,635.50,"3,301.67","2,910.50",733.67,626.42,0,31,Planned,01/10/2021,,,
N - Critical Care,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - Continuing Care Paediatrics,Medway NHS,-,,"2,411.00",239.25,136.50,444.50,263.50,187.00,263.50,"1,406.50",0,0,Planned,01/10/2021,,,
N - Community Midwives - Swale,Medway NHS,-,,"1,470.50","1,355.50",157.50,160.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - Community Midwives - Riverside,Medway NHS,-,,"1,411.00","1,203.25",246.50,123.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - Community Midwives - Castle,Medway NHS,-,,"1,235.00","1,100.00",157.50,142.50,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - Community Midwives - All Saints,Medway NHS,-,,"1,291.25","1,178.92",178.50,176.50,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - Coast2,Medway NHS,-,,"1,237.50",858.75,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - Childrens Diabetes,Medway NHS,-,,"1,155.00",612.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
N - Arethusa SAU,Medway NHS,-,,"2,263.50","2,240.50","1,162.70","1,016.45","1,705.00","1,699.00",682.00,682.50,526,22,Planned,01/10/2021,,,
N - Acute Response Team (CCO),Medway NHS,-,,730.50,656.50,0.00,0.00,933.00,830.75,0.00,0.00,0,0,Planned,01/10/2021,,,
Medical Records,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Maxillofacial,Medway NHS,-,,718.50,519.50,"1,608.50","1,350.50",0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Maternity Managers Weekends & Lates,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Maternity Managers On Call,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Maternity Administration,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
MacMillan Social Work,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - Vascular Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - Urology Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - T&O Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - Paediatric Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - Orthodontics Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - Obs & Gynae Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - NICU Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - General Surgery On Call Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - ENT Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - Critical Care Medics,Medway NHS,-,,775.00,362.50,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - Colorectal Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - Breast Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
M - Anaesthetics Medics,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Looked After Children,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Gynaecology Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
General Surgery Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Galton Day Unit Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
ENT Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Community Paediatric Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Colposcopy,Medway NHS,-,,"1,113.00",797.50,722.50,653.50,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Co-ordinated Care Specialist Nurses,Medway NHS,-,,"2,748.00","1,854.67",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Children's Community Learning Disabilities Team,Medway NHS,-,,"1,950.00",52.50,157.50,136.50,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Cancer Services CNS,Medway NHS,-,,"2,677.50","2,603.08",0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Cancer Services Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Audiology Dept,Medway NHS,-,,"1,741.00",905.00,769.00,794.25,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
Anaesthetics & Pain Admin,Medway NHS,-,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
ACCP,Medway NHS,-,,"1,302.00",0.00,0.00,0.00,356.50,0.00,0.00,0.00,0,0,Planned,01/10/2021,,,
VTE Specialist Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Trust Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Therapies,Medway NHS,-,,11492,10156.06667,0,7.5,0,0,0,0,0,0,Unplanned,01/11/2021,,,
The Typing Pool,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Stroke Nurses,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Standards and Practice,Medway NHS,-,,1470,1482.066667,242.5,208,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Senior Manager On Call,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Rheumatology CNS,Medway NHS,-,,496.5,324,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Rheumatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Respiratory Team,Medway NHS,-,,1003.5,1000.75,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Respiratory Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Respiratory & Sleep Dept,Medway NHS,-,,1320,1021.5,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Rapid Testing Team,Medway NHS,-,,735,358,0,0,225,180,0,0,0,0,Unplanned,01/11/2021,,,
RACE Clinic,Medway NHS,-,,0,0,327.5,292.5,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Phlebotomy,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Pharmacy,Medway NHS,-,,15089.33333,13709.58333,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Patient Affairs Team,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Pathology Reception,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Pathology MGMT,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Osteoporosis Unit,Medway NHS,-,,575.5,426,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Nuclear Medicine Sci and Tech,Medway NHS,-,,2392.5,1738.916667,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Neurology CNS,Medway NHS,-,,660,577.25,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Neurology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
N - Will Adams Ward,Medway NHS,-,,1494,1277,1546.5,1236.5,990,1034.5,1331,1342,425,15,Unplanned,01/11/2021,,,
N - Wakeley Ward,Medway NHS,-,,1502.983333,1235.666667,1173,880,1012.5,990,1012.5,889.75,555,5,Unplanned,01/11/2021,,,
N - Tennyson Ward,Medway NHS,-,,1892.983333,1584.566667,1560.216667,1300.716667,1320,1178,1320,1474.5,799,0,Unplanned,01/11/2021,,,
N - SDEC,Medway NHS,-,,2278.5,1934.616667,1378,1132,0,332,0,121.5,0,0,Unplanned,01/11/2021,,,
N - Sapphire Ward,Medway NHS,-,,2325,1706.5,1491,972,1650,1452.666667,990,1217,355,17,Unplanned,01/11/2021,,,
N - PAHU Esc,Medway NHS,-,,572.5,236.5,571,131.75,506,244,506,110,0,0,Unplanned,01/11/2021,,,
N - Nuclear Medicine Nursing,Medway NHS,-,,480,363,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
N - Nelson Ward,Medway NHS,-,,1567.25,1089.833333,1653,1126,979,951,1320,1211,700,0,Unplanned,01/11/2021,,,
N - Milton Ward,Medway NHS,-,,1926,1415.333333,1542,1140.5,1350,1238,1350,1149,778,0,Unplanned,01/11/2021,,,
N - McCulloch Ward,Medway NHS,-,,2263.25,1859.333333,1489.5,1302.25,2115.75,1710,1410,1184.916667,463,11,Unplanned,01/11/2021,,,
N - Lister Assessment Unit,Medway NHS,-,,2792.5,1885.25,1533.25,1358.416667,1687.5,1406.5,1012.5,1064,27,31,Unplanned,01/11/2021,,,
N - Keats Ward,Medway NHS,-,,1521,1233.25,1580.75,1157.75,990,1078.5,1320,1210,93,31,Unplanned,01/11/2021,,,
N - Jade Escalation,Medway NHS,-,,1753,928.25,1888.5,740.2666667,1418.5,995.75,999.5,1008,169,17,Unplanned,01/11/2021,,,
N - Interventional Radiology Nursing,Medway NHS,-,,1369.75,1098,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
N - Imaging Clinical Support,Medway NHS,-,,157.25,0,2693.75,2461.666667,0,0,330,330,0,0,Unplanned,01/11/2021,,,
N - Harvey Ward,Medway NHS,-,,1925.933333,1353.95,1570.966667,1104.966667,1350,1217,1012.5,1023.75,623,5,Unplanned,01/11/2021,,,
N - Fit Tester Assessor Centre,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
N - Endoscopy,Medway NHS,-,,3461.5,2812.5,741,739.6666667,0,0,0,0,0,0,Unplanned,01/11/2021,,,
N - Emergency Department (Paediatrics),Medway NHS,-,,1463.5,1353,669,278,1025,1073,342,271,0,0,Unplanned,01/11/2021,,,
N - Emergency Department (Nursing),Medway NHS,-,,8176.5,6018.05,2219.5,2602.5,7268,5581.5,1805.5,1894.5,0,0,Unplanned,01/11/2021,,,
N - Emergency Department (ENP),Medway NHS,-,,1387,775.5,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
N - Emerald Ward,Medway NHS,-,,1538.5,1135.333333,1590,939.5,990,899.8333333,1001,979,445,1,Unplanned,01/11/2021,,,
N - Emerald AAU,Medway NHS,-,,1124,1074.666667,822,711.75,660,683.5,660,726,241,7,Unplanned,01/11/2021,,,
N - Dickens Ward,Medway NHS,-,,0,0,0,0,0,0,0,0,0,60,Unplanned,01/11/2021,,,
N - CDU,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
N - CCU,Medway NHS,-,,695,677.5,394,215,690,678.5,0,23,100,2,Unplanned,01/11/2021,,,
N - Cardiac Catheter Suite,Medway NHS,-,,1102,1048.5,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
N - Byron Ward,Medway NHS,-,,1518,1214.816667,1516.5,1189.5,1011.5,1000.25,1009.5,1336,483,11,Unplanned,01/11/2021,,,
N - Bronte Ward,Medway NHS,-,,1490,1170.75,1222.5,914.75,990,980,660,704,455,4,Unplanned,01/11/2021,,,
N - ADL,Medway NHS,-,,737.5,762.9166667,819,746.25,0,0,0,0,0,0,Unplanned,01/11/2021,,,
MRI Team,Medway NHS,-,,1853.166667,1784.666667,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Mortuary,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Microbiology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Medicine Matrons and Senior Bleep,Medway NHS,-,,1312,583.3333333,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Medicine Management & Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Medical Infusion Suite,Medway NHS,-,,883.5,528.1666667,398,265.0833333,0,0,0,0,0,0,Unplanned,01/11/2021,,,
M - Pathology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
M - Imaging Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
M - Haematology Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
M - Gen Med Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
M - Gen Med Consultants,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
M - ED Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
M - CHED Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
M - Acute Physicians Medics,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Imaging Ultrasound,Medway NHS,-,,1851,1030.25,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Imaging PACS,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Imaging Mgmt and Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Imaging Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Hospital at Home,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Haematology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Haematology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
General Imaging,Medway NHS,-,,6696.5,6011,0,0,1099,1044,0,0,0,0,Unplanned,01/11/2021,,,
Gastro CNS,Medway NHS,-,,600,574.6666667,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Gastro Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Frailty Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Frailty Nurses,Medway NHS,-,,1554,1075.25,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Endoscopy Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Emergency Department (Admin Staff),Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Elderly Care Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
ED Admin Ops,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Dietetics,Medway NHS,-,,2026.75,1966.5,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Diabetes Care Nurses,Medway NHS,-,,660,487.5,309.5,139,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Dermatology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Dermatology,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
CT Suite,Medway NHS,-,,1927.5,1734.216667,0,0,345,344.75,0,0,0,0,Unplanned,01/11/2021,,,
Cardiorespiratory Staff,Medway NHS,-,,2385.25,2117.5,112.5,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Cardiology Admin Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Cardiac Nurse Specialists,Medway NHS,-,,1177.5,1114.25,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Breast Unit,Medway NHS,-,,0,0,165,59.5,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Biochemistry,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Acute Medicine Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Unplanned,01/11/2021,,,
Womens & Childrens Administration Team,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Vascular Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Urology Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Theatres Support Staff,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Theatre Receptionists,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Surgery MGMT Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Specialist Midwives,Medway NHS,-,,1649.333333,1961,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Special Needs Nurseries,Medway NHS,-,,600,210,982.5,267,0,0,0,0,0,0,Planned,01/11/2021,,,
School Nursing,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Resus Training Nurses,Medway NHS,-,,660,411.5,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
PSC Team 3,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
PSC Team 1,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
PSC Outpatient Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Pre Assessment,Medway NHS,-,,1698,1150.5,758,401,0,0,0,0,0,0,Planned,01/11/2021,,,
Plaster Room,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Planned Care Senior Nurse & Bleep,Medway NHS,-,,165,62,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Paediatrics Ward Clerks,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Paediatrics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Orthotics,Medway NHS,-,,165,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Orthopaedics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Orthodontics Admin,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Obstetric Theatre,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
Not in Use: PSC Team 4,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
NICU Administration,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Victory Ward,Medway NHS,-,,1509.25,1186.75,758.4833333,656.9833333,1320,1122,660,574.75,437,4,Planned,01/11/2021,,,
N - The Birth Place,Medway NHS,-,,1067.5,858.25,355,295.8333333,1065,793.1666667,355,332,0,30,Planned,01/11/2021,,,
N - Team Connect,Medway NHS,-,,1174.416667,872.5166667,176,96,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Sunderland Theatre,Medway NHS,-,,4308.95,3509.2,889.9833333,622,0,0,0,0,0,0,Planned,01/11/2021,,,
N - SDCC,Medway NHS,-,,2719,1633.5,1332.5,867.6666667,1287,902,594,462.5,406,4,Planned,01/11/2021,,,
N - Recovery Theatre,Medway NHS,-,,2350,2075.5,276,87.5,1005,985.5,0,0,0,0,Planned,01/11/2021,,,
N - Phoenix Ward,Medway NHS,-,,1866,1606.583333,1571.983333,1370.483333,1573,1396,1320,1177,803,6,Planned,01/11/2021,,,
N - Pembroke Ward,Medway NHS,-,,1848,1689.5,1895.166667,1540.166667,1650,1607.5,1320,1240.5,739,3,Planned,01/11/2021,,,
N - Pearl Ward,Medway NHS,-,,1065.333333,1007.5,709,591.25,1057.416667,1007.333333,355,307.6666667,0,0,Planned,01/11/2021,,,
N - Paediatrics Unit,Medway NHS,-,,2891.25,2186.25,721.5,482.5,2070,1518,345,517.5,346,1,Planned,01/11/2021,,,
N - Paediatric Magpie Play,Medway NHS,-,,0,0,397.5,158,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Outpatients,Medway NHS,-,,2539.583333,2307,6139.5,5177.45,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Ocelot,Medway NHS,-,,1167,766.5,819,475.5,991,716,660,606,303,5,Planned,01/11/2021,,,
N - NIPE,Medway NHS,-,,60.5,37.25,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
N - NICU Nursing,Medway NHS,-,,4296.75,2934.25,0,0,4117,2982,0,0,360,1,Planned,01/11/2021,,,
N - Maternity Care Unit and Antenatal Clinic,Medway NHS,-,,739.8333333,768.4166667,826.3333333,739.1666667,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Main Theatres,Medway NHS,-,,7996.5,6851.5,5643,4261.166667,2438,2474.25,1012,848.5,0,0,Planned,01/11/2021,,,
N - Lawrence Ward,Medway NHS,-,,1397,1317,1090,1064.166667,1012.5,973.1666667,1012.5,854.5,450,2,Planned,01/11/2021,,,
N - Kingfisher Ward,Medway NHS,Gynaecology,,1596.5,1263.5,1150.5,853.25,1483.5,1253,690,574,583,1,Planned,01/11/2021,,,
N - Kent Ward,Medway NHS,-,,1423.5,1226.916667,711.3333333,640.5,1065,891,710,663.3333333,0,0,Planned,01/11/2021,,,
N - ICU,Medway NHS,-,,3636,3201.75,0,0,3352.5,3042.75,0,34,244,7,Planned,01/11/2021,,,
N - General HDU,Medway NHS,-,,3175,1634.65,786.25,420.25,2700,1962.25,0,0,269,1,Planned,01/11/2021,,,
N - Galton Day Unit,Medway NHS,-,,1672,1350.466667,1045,855.1666667,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Fetal Midwives,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
N - ENT Treatment Room,Medway NHS,-,,239.5,317,263.5,330.5,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Delivery Suite,Medway NHS,-,,2847.166667,2598.75,711.75,580.5833333,3195.25,2907.916667,710,652.1666667,0,30,Planned,01/11/2021,,,
N - Critical Care,Medway NHS,-,,0,0,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Continuing Care Paediatrics,Medway NHS,-,,2549,270.25,143,604.8333333,255,156,255,1333.5,0,0,Planned,01/11/2021,,,
N - Community Midwives - Swale,Medway NHS,-,,1476.25,1347,165,135,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Community Midwives - Riverside,Medway NHS,-,,1445,1388.083333,263.5,104.5,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Community Midwives - Castle,Medway NHS,-,,1249.5,1121.75,165,157.5,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Community Midwives - All Saints,Medway NHS,-,,1340.5,1260.75,185,165.5,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Coast2,Medway NHS,-,,1307.5,980.75,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
N - Childrens Diabetes,Medway NHS,-,,1219.5,684,0,0,0,0,0,0,0,0,Planned,01/11/2021,,,
